GEOID,2016_POP,2010_POP,POPPCTCHG,2016_BLACK,2010_BLACK,BLKPCTCHG,2016_ASIAN,2010_ASIAN,ASNPCTCHG,2016_HISP,2010_HISP,HSPPCTCHG,2016_WHITE,2010_WHITE,WHTPCTCHG,2016_HS,2016_PCTHS,2010_HS,2010_PCTHS,HSPCTCHG,2016_POSTHS,2016_PCTPOSTHS,2010_POSTHS,2010_PCTPOSTHS,PHSPCTCHG,2016_INHU,2016_PCTHMLS,2010_INHU,2010_PCTHMLS,2016_OWNERHU,2010_OWNERHU,2016_RENT,2010_RENT,ORRPCTCHG
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17031410500,2548,2519,1.2,1089,1588,-31.4,296,174,70.1,144,160,-10,911,580,57.1,237,9.3,326,12.9,-3.6,1275,50,880,34.9,15.1,2443,4.1,2380,5.5,826,959,1617,1421,32.1
17031410600,2488,2129,16.9,694,828,-16.2,282,228,23.7,176,90,95.6,1265,948,33.4,236,9.5,256,12,-2.5,1210,48.6,752,35.3,13.3,2386,4.1,2106,1.1,739,802,1647,1304,37.1
17031410700,1994,2013,-0.9,416,426,-2.3,201,313,-35.8,113,254,-55.5,1204,980,22.9,151,7.6,127,6.3,1.3,1171,58.7,736,36.6,22.1,1969,1.3,2003,0.5,749,748,1220,1255,-2.9
17031410800,3130,2593,20.7,1158,1103,5,328,365,-10.1,369,139,165.5,1151,941,22.3,291,9.3,352,13.6,-4.3,1856,59.3,1016,39.2,20.1,3095,1.1,2593,0,1055,1113,2040,1480,45.4
17031410900,3064,3794,-19.2,942,1492,-36.9,239,240,-0.4,360,371,-3,1426,1749,-18.5,287,9.4,206,5.4,4,1984,64.8,1342,35.4,29.4,2954,3.6,3397,10.5,1365,1899,1589,1498,47.6
17031411000,3070,3726,-17.6,1080,991,9,254,282,-9.9,226,177,27.7,1417,2235,-36.6,109,3.6,351,9.4,-5.8,2383,77.6,1298,34.8,42.8,2751,10.4,3158,15.2,1400,1283,1351,1875,-34
17031411100,2272,2086,8.9,116,35,231.4,435,436,-0.2,87,41,112.2,1588,1566,1.4,18,0.8,14,0.7,0.1,1340,59,622,29.8,29.2,1879,17.3,2086,0,1061,1234,818,852,11.7
17031411200,1577,1582,-0.3,238,227,4.8,222,211,5.2,51,52,-1.9,994,1072,-7.3,67,4.2,133,8.4,-4.2,1024,64.9,460,29.1,35.8,1546,2,1582,0,845,939,701,643,21.1
17031420100,1369,1255,9.1,1291,1174,10,21,10,110,17,20,-15,32,51,-37.3,312,22.8,324,25.8,-3,637,46.5,527,42,4.5,1369,0,1255,0,66,113,1303,1142,95.3
17031420200,1706,1855,-8,1187,1051,12.9,78,62,25.8,37,70,-47.1,353,582,-39.3,206,12.1,336,18.1,-6,613,35.9,540,29.1,6.8,1495,12.4,1367,26.3,292,357,1203,1010,45.6
17031420300,2518,1722,46.2,1047,1233,-15.1,426,79,439.2,136,69,97.1,895,373,139.9,182,7.2,301,17.5,-10.3,655,26,565,32.8,-6.8,1384,45,1439,16.4,295,493,1089,946,92.4
17031420400,1095,1477,-25.9,640,1104,-42,84,161,-47.8,79,41,92.7,246,141,74.5,215,19.6,289,19.6,0,561,51.2,503,34.1,17.1,1095,0,1477,0,124,256,971,1221,64.2
17031420500,1968,2254,-12.7,1781,2244,-20.6,39,0,UNDEF,114,16,612.5,0,0,UNDEF,486,24.7,752,33.4,-8.7,661,33.6,599,26.6,7,1968,0,2254,0,343,277,1625,1977,-33.6
17031420600,2115,1667,26.9,1934,1617,19.6,5,0,UNDEF,70,15,366.7,115,18,538.9,563,26.6,603,36.2,-9.6,637,30.1,583,35,-4.9,2115,0,1667,0,268,233,1847,1434,12
17031420700,3331,3072,8.4,3149,3041,3.6,0,0,UNDEF,44,31,41.9,87,0,UNDEF,984,29.5,1165,37.9,-8.4,927,27.8,910,29.6,-1.8,3326,0.2,3072,0,540,692,2786,2380,50
17031420800,2085,2228,-6.4,1928,2119,-9,0,0,UNDEF,105,69,52.2,39,51,-23.5,408,19.6,579,26,-6.4,766,36.7,642,28.8,7.9,2080,0.2,2228,0,436,410,1644,1818,-15
17031421200,1489,1486,0.2,1458,1486,-1.9,15,0,UNDEF,31,0,UNDEF,0,0,UNDEF,427,28.7,649,43.7,-15,545,36.6,521,35.1,1.5,1489,0,1486,0,679,510,810,976,-37.7
17031430101,3546,4197,-15.5,3406,4101,-16.9,0,0,UNDEF,75,0,UNDEF,55,78,-29.5,802,22.6,874,20.8,1.8,1611,45.4,1520,36.2,9.2,3546,0,4197,0,605,575,2941,3622,-22.8
17031430102,2990,3109,-3.8,2811,3062,-8.2,0,0,UNDEF,98,0,UNDEF,58,24,141.7,744,24.9,833,26.8,-1.9,1592,53.2,1359,43.7,9.5,2980,0.3,3109,0,554,399,2426,2710,-35.5
17031430200,4846,4766,1.7,4554,4363,4.4,66,0,UNDEF,0,151,-100,147,124,18.5,1128,23.3,1141,23.9,-0.6,1927,39.8,1837,38.5,1.3,4827,0.4,4766,0,993,1097,3834,3669,15.4
17031430300,2101,2205,-4.7,2077,2188,-5.1,7,0,UNDEF,0,28,-100,8,0,UNDEF,525,25,718,32.6,-7.6,624,29.7,611,27.7,2,2099,0.1,2205,0,283,522,1816,1683,99
17031430400,2935,2907,1,2806,2856,-1.8,7,0,UNDEF,26,0,UNDEF,69,32,115.6,549,18.7,730,25.1,-6.4,974,33.2,835,28.7,4.5,2830,3.6,2907,0,837,1421,1993,1486,127.7
17031430500,3316,3557,-6.8,3187,3503,-9,6,0,UNDEF,125,0,UNDEF,40,0,UNDEF,947,28.6,1064,29.9,-1.3,1118,33.7,946,26.6,7.1,3311,0.2,3557,0,602,294,2709,3263,-59.5
17031430600,1630,1522,7.1,1453,1470,-1.2,1,0,UNDEF,14,24,-41.7,76,28,171.4,293,18,356,23.4,-5.4,686,42.1,631,41.5,0.6,1619,0.7,1513,0.6,768,666,851,847,-12.9
17031430700,2467,2376,3.8,2172,2288,-5.1,19,0,UNDEF,38,41,-7.3,176,31,467.7,681,27.6,361,15.2,12.4,1235,50.1,1095,46.1,4,2201,10.8,2345,1.3,216,530,1985,1815,168.4
17031430800,1631,2150,-24.1,1517,2097,-27.7,0,0,UNDEF,5,10,-50,33,21,57.1,346,21.2,447,20.8,0.4,901,55.2,823,38.3,16.9,1631,0,2150,0,603,992,1028,1158,46
17031430900,1342,1428,-6,1307,1428,-8.5,5,0,UNDEF,0,0,UNDEF,19,0,UNDEF,219,16.3,365,25.6,-9.3,692,51.6,534,37.4,14.2,1342,0,1428,0,501,554,841,874,6.4
17031431200,3050,2817,8.3,2921,2700,8.2,0,0,UNDEF,68,40,70,25,33,-24.2,700,23,632,22.4,0.6,1414,46.4,1199,42.6,3.8,3045,0.2,2817,0,2122,2055,923,762,17.3
17031431301,3137,3075,2,2957,2982,-0.8,0,0,UNDEF,23,21,9.5,76,16,375,834,26.6,1185,38.5,-11.9,1102,35.1,819,26.6,8.5,3067,2.2,2976,3.2,432,232,2635,2744,-48.4
17031431302,4170,3537,17.9,3991,3509,13.7,0,0,UNDEF,109,0,UNDEF,25,0,UNDEF,1096,26.3,616,17.4,8.9,1152,27.6,1050,29.7,-2.1,4151,0.5,3537,0,558,489,3593,3048,3.3
17031431400,6249,5966,4.7,5531,5677,-2.6,19,36,-47.2,137,65,110.8,479,77,522.1,1981,31.7,1999,33.5,-1.8,2600,41.6,2302,38.6,3,5740,8.1,5360,10.2,949,749,4791,4611,-18
17031440101,3641,4188,-13.1,3396,4144,-18.1,62,28,121.4,107,40,167.5,64,10,540,1365,37.5,1290,30.8,6.7,1011,27.8,1216,29,-1.2,3603,1,4188,0,217,654,3386,3534,188.8
17031440102,3394,3323,2.1,3188,3285,-3,0,0,UNDEF,51,0,UNDEF,148,20,640,942,27.8,1151,34.6,-6.8,1157,34.1,1206,36.3,-2.2,3394,0,3323,0,597,234,2797,3089,-64.5
17031440201,5157,5505,-6.3,5012,5318,-5.8,0,0,UNDEF,83,12,591.7,71,0,UNDEF,1300,25.2,1409,25.6,-0.4,1692,32.8,1997,36.3,-3.5,5157,0,5505,0,582,1161,4575,4344,110.1
17031440202,3468,3298,5.2,3384,3227,4.9,31,0,UNDEF,26,15,73.3,18,0,UNDEF,702,20.2,768,23.3,-3.1,1788,51.6,1461,44.3,7.3,3468,0,3298,0,1466,1061,2002,2237,-35.2
17031440300,4404,4987,-11.7,4183,4769,-12.3,0,80,-100,0,0,UNDEF,112,17,558.8,1058,24,1130,22.7,1.3,2324,52.8,2082,41.7,11.1,4399,0.1,4987,0,2935,2934,1464,2053,-28.7
17031440600,1881,2567,-26.7,1851,2557,-27.6,0,0,UNDEF,8,0,UNDEF,22,0,UNDEF,440,23.4,483,18.8,4.6,908,48.3,1117,43.5,4.8,1881,0,2567,0,1630,2297,251,270,31
17031440700,1564,1893,-17.4,1538,1810,-15,0,0,UNDEF,0,0,UNDEF,18,28,-35.7,525,33.6,490,25.9,7.7,652,41.7,913,48.2,-6.5,1564,0,1893,0,1078,1442,486,451,44.1
17031440800,1681,1914,-12.2,1651,1885,-12.4,0,0,UNDEF,23,0,UNDEF,4,17,-76.5,596,35.5,485,25.3,10.2,577,34.3,725,37.9,-3.6,1681,0,1914,0,389,485,1292,1429,12.7
17031440900,2414,3164,-23.7,2380,3099,-23.2,0,0,UNDEF,1,21,-95.2,2,20,-90,795,32.9,882,27.9,5,942,39,1068,33.8,5.2,2409,0.2,3164,0,1146,2117,1263,1047,122.8
17031450300,3672,3507,4.7,3610,3294,9.6,0,0,UNDEF,0,20,-100,8,151,-94.7,871,23.7,1203,34.3,-10.6,1859,50.6,1378,39.3,11.3,3672,0,3507,0,2576,2498,1096,1009,5.3
17031460100,3291,3367,-2.3,2568,2776,-7.5,0,0,UNDEF,721,571,26.3,62,47,31.9,1033,31.4,1040,30.9,0.5,925,28.1,966,28.7,-0.6,3289,0.1,3367,0,1166,1082,2123,2285,-13.8
17031460200,2468,2570,-4,1364,870,56.8,0,8,-100,995,1424,-30.1,133,362,-63.3,970,39.3,891,34.7,4.6,587,23.8,384,14.9,8.9,2463,0.2,2570,0,701,930,1762,1640,42.5
17031460301,2823,3554,-20.6,1951,2259,-13.6,0,0,UNDEF,842,1239,-32,46,77,-40.3,1056,37.4,1112,31.3,6.1,655,23.2,781,22,1.2,2823,0,3554,0,1452,1131,1371,2423,-55.9
17031460302,3280,4087,-19.7,3034,3889,-22,0,0,UNDEF,184,192,-4.2,37,48,-22.9,974,29.7,1758,43,-13.3,918,28,802,19.6,8.4,3278,0.1,4087,0,1133,1739,2145,2348,40.2
17031460400,3243,3885,-16.5,3158,3814,-17.2,0,0,UNDEF,17,0,UNDEF,60,39,53.8,952,29.4,1240,31.9,-2.5,1279,39.4,1413,36.4,3,3235,0.2,3885,0,1592,2207,1643,1678,35.7
17031460500,4666,5917,-21.1,4499,5815,-22.6,0,17,-100,63,0,UNDEF,42,13,223.1,1021,21.9,1824,30.8,-8.9,2367,50.7,2299,38.9,11.8,4666,0,5917,0,2591,4067,2075,1850,76.1
17031460600,975,1236,-21.1,758,1071,-29.2,0,0,UNDEF,125,139,-10.1,102,21,385.7,314,32.2,405,32.8,-0.6,359,36.8,382,30.9,5.9,966,0.9,1236,0,404,410,562,826,-31
17031460700,2545,3762,-32.3,1339,1628,-17.8,16,0,UNDEF,1128,2061,-45.3,50,64,-21.9,881,34.6,1341,35.6,-1,444,17.4,474,12.6,4.8,2520,1,3762,0,535,735,1985,3027,-9.9
17031461000,1675,1377,21.6,990,802,23.4,0,0,UNDEF,584,556,5,136,88,54.5,689,41.1,763,55.4,-14.3,414,24.7,323,23.5,1.2,1566,6.5,1377,0,149,473,1417,904,397.6
17031470100,2416,3432,-29.6,2393,3358,-28.7,0,0,UNDEF,0,0,UNDEF,11,74,-85.1,719,29.8,1184,34.5,-4.7,804,33.3,972,28.3,5,2416,0,3432,0,1503,2120,913,1312,-1.8
17031480100,2045,2151,-4.9,2023,2133,-5.2,0,0,UNDEF,0,52,-100,9,0,UNDEF,538,26.3,606,28.2,-1.9,1144,55.9,975,45.3,10.6,2045,0,2151,0,1621,1865,424,286,70.6
17031480200,1120,1365,-17.9,1103,1307,-15.6,0,58,-100,0,0,UNDEF,0,0,UNDEF,254,22.7,345,25.3,-2.6,637,56.9,593,43.4,13.5,1120,0,1365,0,606,686,514,679,-14.3
17031480300,1238,1421,-12.9,1198,1421,-15.7,5,0,UNDEF,52,0,UNDEF,7,0,UNDEF,258,20.8,329,23.2,-2.4,688,55.6,664,46.7,8.9,1232,0.5,1421,0,822,835,410,586,-28.9
17031480400,5764,6711,-14.1,5558,6618,-16,0,14,-100,77,66,16.7,104,47,121.3,1806,31.3,1612,24,7.3,2827,49,2728,40.6,8.4,5764,0,6711,0,4912,5694,852,1017,-2.9
17031480500,3061,3201,-4.4,2708,2787,-2.8,7,0,UNDEF,336,366,-8.2,41,85,-51.8,910,29.7,836,26.1,3.6,1009,33,1279,40,-7,3061,0,3201,0,2044,2196,1017,1005,8.7
17031490300,2291,2179,5.1,2138,2091,2.2,0,0,UNDEF,46,17,170.6,21,15,40,324,14.1,562,25.8,-11.7,1161,50.7,906,41.6,9.1,2291,0,2179,0,1460,1386,831,793,-0.5
17031490400,768,1270,-39.5,751,1270,-40.9,17,0,UNDEF,0,0,UNDEF,0,0,UNDEF,164,21.4,307,24.2,-2.8,401,52.2,516,40.6,11.6,768,0,1270,0,611,820,157,450,-53.2
17031490500,2074,2508,-17.3,1933,2423,-20.2,26,13,100,12,103,-88.3,57,24,137.5,333,16.1,462,18.4,-2.3,996,48,815,32.5,15.5,1865,10.1,1924,23.3,1108,1495,757,429,138.1
17031490600,1528,1488,2.7,1506,1407,7,5,37,-86.5,0,0,UNDEF,17,10,70,402,26.3,328,22,4.3,689,45.1,589,39.6,5.5,1523,0.3,1478,0.7,1257,1096,266,382,-39.3
17031490700,2661,3457,-23,2603,3415,-23.8,14,0,UNDEF,21,0,UNDEF,31,0,UNDEF,771,29,1094,31.6,-2.6,1016,38.2,1183,34.2,4,2661,0,3457,0,1766,2734,895,723,91.6
17031490800,4234,3742,13.1,4149,3644,13.9,0,0,UNDEF,12,0,UNDEF,8,71,-88.7,847,20,1401,37.4,-17.4,1980,46.8,1353,36.2,10.6,4234,0,3742,0,2693,3070,1541,672,161.4
17031490901,3953,3517,12.4,3919,3517,11.4,0,0,UNDEF,58,0,UNDEF,0,0,UNDEF,1148,29,1207,34.3,-5.3,1608,40.7,1077,30.6,10.1,3923,0.8,3517,0,1268,1365,2655,2152,32.8
17031490902,4936,5550,-11.1,4828,5517,-12.5,31,0,UNDEF,9,0,UNDEF,39,11,254.5,1348,27.3,1686,30.4,-3.1,2296,46.5,2080,37.5,9,4936,0,5550,0,3398,3385,1538,2165,-29.2
17031491000,4695,5772,-18.7,4638,5576,-16.8,9,0,UNDEF,0,57,-100,32,44,-27.3,1398,29.8,1716,29.7,0.1,1161,24.7,1306,22.6,2.1,4689,0.1,5772,0,1946,3112,2743,2660,64.9
17031491100,4356,5131,-15.1,4133,5020,-17.7,0,0,UNDEF,114,9,1166.7,91,52,75,1157,26.6,1689,32.9,-6.3,2085,47.9,1666,32.5,15.4,4096,6,4880,4.9,2718,3578,1378,1302,39.3
17031491200,2148,2624,-18.1,2017,2611,-22.7,35,0,UNDEF,16,18,-11.1,14,13,7.7,644,30,949,36.2,-6.2,803,37.4,1021,38.9,-1.5,2148,0,2624,0,1192,1970,956,654,141.6
17031491300,2281,3017,-24.4,2143,3008,-28.8,0,0,UNDEF,35,10,250,26,9,188.9,689,30.2,1008,33.4,-3.2,609,26.7,933,30.9,-4.2,2201,3.5,3017,0,901,1404,1300,1613,25.6
17031491400,3081,3340,-7.8,2964,3307,-10.4,0,0,UNDEF,33,0,UNDEF,81,10,710,1017,33,895,26.8,6.2,885,28.7,897,26.9,1.8,3051,1,3340,0,1020,936,2031,2404,-22.5
17031500100,3062,3828,-20,2983,3770,-20.9,28,0,UNDEF,22,86,-74.4,29,10,190,940,30.7,1053,27.5,3.2,1385,45.2,1622,42.4,2.8,3062,0,3828,0,1609,1694,1453,2134,-28.3
17031500200,2094,1954,7.2,1987,1875,6,15,0,UNDEF,20,79,-74.7,31,0,UNDEF,499,23.8,518,26.5,-2.7,770,36.8,493,25.2,11.6,2094,0,1954,0,718,944,1376,1010,79.1
17031500300,1387,1800,-22.9,505,742,-31.9,0,0,UNDEF,293,524,-44.1,560,545,2.8,353,25.5,646,35.9,-10.4,723,52.1,557,30.9,21.2,1387,0,1800,0,794,936,593,864,-19.1
17031510100,2908,3803,-23.5,452,97,366,0,0,UNDEF,2154,2884,-25.3,395,873,-54.8,1239,42.6,1500,39.4,3.2,706,24.3,598,15.7,8.6,2844,2.2,3803,0,1752,2980,1092,823,125.7
17031510200,2413,3308,-27.1,1750,2725,-35.8,1,0,UNDEF,510,433,17.8,152,150,1.3,978,40.5,1288,38.9,1.6,891,36.9,992,30,6.9,2408,0.2,3298,0.3,1979,2140,429,1158,-59.9
17031510300,5625,5803,-3.1,5530,5478,0.9,0,40,-100,16,92,-82.6,15,14,7.1,1636,29.1,1598,27.5,1.6,2069,36.8,2228,38.4,-1.6,5607,0.3,5803,0,3229,4191,2378,1612,91.5
17031520100,2130,1844,15.5,183,139,31.7,0,0,UNDEF,1819,1566,16.2,173,150,15.3,910,42.7,777,42.1,0.6,277,13,255,13.8,-0.8,2125,0.2,1844,0,1161,883,964,961,-23.7
17031520200,3444,3968,-13.2,164,335,-51,8,0,UNDEF,2812,3411,-17.6,491,305,61,1267,36.8,1539,38.8,-2,616,17.9,562,14.2,3.7,3439,0.1,3968,0,1435,1845,2004,2123,21.4
17031520300,5753,6841,-15.9,160,52,207.7,33,19,73.7,4877,6084,-19.8,673,700,-3.9,2078,36.1,2748,40.2,-4.1,1132,19.7,915,13.4,6.3,5753,0,6841,0,4150,4997,1603,1844,4.7
17031520400,3990,4630,-13.8,215,11,1854.5,0,0,UNDEF,3384,3701,-8.6,484,918,-47.3,1813,45.4,1908,41.2,4.2,758,19,853,18.4,0.6,3990,0,4630,0,2951,3530,1039,1100,13
17031520500,4620,4512,2.4,42,13,223.1,0,11,-100,3034,2927,3.7,1559,1541,1.2,1668,36.1,1767,39.2,-3.1,1469,31.8,1115,24.7,7.1,4620,0,4512,0,3733,4168,887,344,187.9
17031520600,2836,2919,-2.8,7,53,-86.8,25,29,-13.8,2264,2233,1.4,547,604,-9.4,1180,41.6,1108,38,3.6,613,21.6,561,19.2,2.4,2836,0,2919,0,2310,2768,526,151,317.4
17031530100,2203,2921,-24.6,813,1737,-53.2,0,0,UNDEF,1318,1098,20,99,86,15.1,997,45.3,1104,37.8,7.5,377,17.1,635,21.7,-4.6,2199,0.2,2921,0,1053,1239,1146,1682,-19.8
17031530200,4333,5594,-22.5,4303,5555,-22.5,0,0,UNDEF,0,81,-100,0,30,-100,1496,34.5,2074,37.1,-2.6,1129,26.1,959,17.1,9,4333,0,5594,0,1850,2446,2483,3148,4.3
17031530300,4107,4318,-4.9,3944,4216,-6.5,0,0,UNDEF,41,90,-54.4,41,5,720,1144,27.9,1462,33.9,-6,1705,41.5,1381,32,9.5,4107,0,4318,0,3258,3265,849,1053,-19.2
17031530400,1992,1927,3.4,1901,1780,6.8,19,0,UNDEF,24,123,-80.5,32,24,33.3,504,25.3,632,32.8,-7.5,931,46.7,695,36.1,10.6,1992,0,1927,0,1544,1317,448,610,-37.4
17031530501,4946,6084,-18.7,4788,5971,-19.8,0,0,UNDEF,28,0,UNDEF,97,26,273.1,1561,31.6,1804,29.7,1.9,1482,30,1526,25.1,4.9,4871,1.5,6084,0,2565,2874,2306,3210,-19.5
17031530502,1471,1681,-12.5,1455,1681,-13.4,0,0,UNDEF,0,0,UNDEF,6,0,UNDEF,304,20.7,453,26.9,-6.2,687,46.7,652,38.8,7.9,1471,0,1681,0,1143,1492,328,189,126.5
17031530503,5582,5851,-4.6,5468,5769,-5.2,51,0,UNDEF,38,0,UNDEF,6,0,UNDEF,1559,27.9,1569,26.8,1.1,1907,34.2,1997,34.1,0.1,5582,0,5851,0,3484,4987,2098,864,247.6
17031530600,2622,3729,-29.7,2622,3700,-29.1,0,0,UNDEF,19,0,UNDEF,0,29,-100,758,28.9,942,25.3,3.6,898,34.2,1318,35.3,-1.1,2622,0,3729,0,994,1875,1628,1854,65.6
17031540101,3880,2534,53.1,3706,2417,53.3,17,40,-57.5,173,77,124.7,25,0,UNDEF,869,22.4,600,23.7,-1.3,837,21.6,536,21.2,0.4,3831,1.3,2534,0,291,347,3540,2187,93
17031540102,3390,3260,4,3178,3240,-1.9,0,0,UNDEF,92,0,UNDEF,110,20,450,763,22.5,890,27.3,-4.8,749,22.1,735,22.5,-0.4,3390,0,3260,0,246,457,3144,2803,108.4
17031550100,6216,7958,-21.9,464,805,-42.4,0,45,-100,3015,3750,-19.6,2763,3457,-20.1,2430,39.1,2975,37.4,1.7,2283,36.7,2246,28.2,8.5,6200,0.3,7910,0.6,4192,5244,2008,2666,-5.8
17031550200,2845,2706,5.1,26,112,-76.8,25,0,UNDEF,1567,1433,9.4,1252,1197,4.6,957,33.6,955,35.3,-1.7,1026,36.1,898,33.2,2.9,2845,0,2706,0,2706,2514,139,192,-32.7
17031560100,1477,797,85.3,162,98,65.3,158,84,88.1,966,470,105.5,192,243,-21,703,47.6,265,33.2,14.4,370,25.1,273,34.3,-9.2,1235,16.4,797,0,1039,510,196,287,-66.5
17031560200,1496,2850,-47.5,925,2626,-64.8,10,51,-80.4,436,59,639,109,99,10.1,616,41.2,1089,38.2,3,441,29.5,468,16.4,13.1,1496,0,2850,0,1310,1606,186,1244,-81.7
17031560300,3324,3200,3.9,77,280,-72.5,72,242,-70.2,2251,2014,11.8,893,774,15.4,1204,36.2,1455,45.5,-9.3,988,29.7,599,18.7,11,3324,0,3200,0,3055,2933,269,267,-3.3
17031560400,1682,1472,14.3,38,19,100,43,61,-29.5,1084,999,8.5,529,402,31.6,695,41.3,562,38.2,3.1,433,25.7,407,27.6,-1.9,1682,0,1472,0,1544,1472,138,0,0
17031560700,3440,3502,-1.8,80,0,UNDEF,0,125,-100,2121,1717,23.5,1285,1594,-19.4,1287,37.4,1334,38.1,-0.7,975,28.3,841,24,4.3,3435,0.1,3502,0,2266,2541,1169,961,36.4
17031560800,5980,5592,6.9,154,27,470.4,9,0,UNDEF,3044,2275,33.8,2761,3248,-15,2103,35.2,1843,33,2.2,1925,32.2,1724,30.8,1.4,5980,0,5592,0,4492,4456,1488,1136,29.9
17031560900,5119,5132,-0.3,11,0,UNDEF,32,28,14.3,1568,1172,33.8,3438,3932,-12.6,1502,29.3,1796,35,-5.7,2195,42.9,1688,32.9,10,5114,0.1,5083,1,4767,4843,347,240,46.9
17031561000,5363,5271,1.7,43,0,UNDEF,0,0,UNDEF,1950,1280,52.3,3228,3991,-19.1,1283,23.9,1759,33.4,-9.5,2635,49.1,1665,31.6,17.5,5363,0,5271,0,4553,4746,810,525,60.8
17031561100,5609,5616,-0.1,16,0,UNDEF,0,24,-100,2528,1961,28.9,3065,3631,-15.6,1801,32.1,2010,35.8,-3.7,1972,35.2,1798,32,3.2,5609,0,5616,0,5190,5290,419,326,31
17031570100,1277,1271,0.5,4,0,UNDEF,110,0,UNDEF,863,941,-8.3,284,330,-13.9,528,41.3,530,41.7,-0.4,285,22.3,265,20.8,1.5,1277,0,1271,0,950,839,327,432,-33.1
17031570200,1878,1611,16.6,15,0,UNDEF,117,0,UNDEF,1336,1050,27.2,425,561,-24.2,850,45.3,678,42.1,3.2,584,31.1,277,17.2,13.9,1878,0,1611,0,1567,1407,311,204,36.9
17031570300,5879,5591,5.2,67,13,415.4,75,0,UNDEF,4642,3896,19.1,1078,1634,-34,2379,40.5,2177,38.9,1.6,1033,17.6,980,17.5,0.1,5874,0.1,5591,0,3268,3691,2606,1900,54.9
17031570400,1737,1540,12.8,1,0,UNDEF,17,0,UNDEF,1475,1374,7.4,228,150,52,773,44.5,509,33.1,11.4,301,17.3,241,15.6,1.7,1732,0.3,1540,0,772,1116,960,424,227.3
17031570500,2267,2668,-15,11,129,-91.5,108,0,UNDEF,1693,1978,-14.4,457,561,-18.5,961,42.4,1143,42.8,-0.4,473,20.9,464,17.4,3.5,2267,0,2668,0,1145,1767,1122,901,92.2
17031580100,2942,2887,1.9,29,119,-75.6,729,226,222.6,2000,2196,-8.9,150,356,-57.9,1195,40.6,1117,38.7,1.9,650,22.1,514,17.8,4.3,2937,0.2,2887,0,1691,1565,1246,1322,-12.8
17031580200,3397,3799,-10.6,57,0,UNDEF,331,237,39.7,2795,3259,-14.2,236,295,-20,1484,43.7,1634,43,0.7,514,15.1,412,10.8,4.3,3397,0,3799,0,1840,1889,1557,1910,-16.3
17031580300,2321,2446,-5.1,9,0,UNDEF,213,59,261,1990,2300,-13.5,109,87,25.3,1231,53,1065,43.5,9.5,319,13.7,320,13.1,0.6,2321,0,2446,0,1308,1359,1013,1087,-3.2
17031580400,4174,3758,11.1,165,0,UNDEF,541,208,160.1,3111,2867,8.5,365,612,-40.4,1838,44,1798,47.8,-3.8,767,18.4,669,17.8,0.6,4174,0,3758,0,2489,1882,1685,1876,-32.1
17031580501,4998,5786,-13.6,137,0,UNDEF,226,278,-18.7,4415,4777,-7.6,333,699,-52.4,2179,43.6,2426,41.9,1.7,657,13.1,546,9.4,3.7,4993,0.1,5786,0,1987,2273,3006,3513,-2.1
17031580502,5366,4335,23.8,44,105,-58.1,262,518,-49.4,4500,3017,49.2,488,699,-30.2,2190,40.8,1578,36.4,4.4,984,18.3,911,21,-2.7,5306,1.1,4335,0,2748,2587,2558,1748,37.8
17031580600,5205,5774,-9.9,44,195,-77.4,287,497,-42.3,4596,4640,-0.9,277,408,-32.1,2004,38.5,2434,42.2,-3.7,937,18,727,12.6,5.4,5200,0.1,5774,0,2718,2690,2482,3084,-20.3
17031580700,6059,5490,10.4,201,0,UNDEF,245,281,-12.8,5366,4846,10.7,411,363,13.2,2616,43.2,2450,44.6,-1.4,803,13.3,551,10,3.3,6059,0,5490,0,2899,2637,3160,2853,0.8
17031580800,1840,1757,4.7,5,20,-75,0,0,UNDEF,1718,1603,7.2,112,134,-16.4,914,49.7,914,52,-2.3,213,11.6,247,14.1,-2.5,1840,0,1757,0,564,1208,1276,549,397.8
17031590500,1829,1878,-2.6,25,0,UNDEF,520,252,106.3,929,1182,-21.4,355,404,-12.1,632,34.6,723,38.5,-3.9,622,34,534,28.4,5.6,1810,1,1878,0,1038,1201,772,677,31.9
17031590600,3778,3695,2.2,35,38,-7.9,257,313,-17.9,2802,2152,30.2,627,1181,-46.9,1479,39.1,1508,40.8,-1.7,901,23.8,828,22.4,1.4,3778,0,3695,0,2280,2191,1498,1504,-4.3
17031590700,3259,2627,24.1,49,87,-43.7,296,384,-22.9,2536,1726,46.9,343,453,-24.3,1115,34.2,1134,43.2,-9,824,25.3,563,21.4,3.9,3252,0.2,2627,0,1371,1486,1881,1141,78.7
17031600400,4369,4167,4.8,49,99,-50.5,2574,2374,8.4,755,736,2.6,891,868,2.6,1961,44.9,1936,46.5,-1.6,1185,27.1,899,21.6,5.5,4369,0,4167,0,1810,2003,2559,2164,30.9
